"","V1","V2"
"33841","ENSG00000237377.3","ENSG00000237377"
"33842","ENSG00000237378.3","ENSG00000237378"
"33843","ENSG00000237379.1","CBX1P3"
"33844","ENSG00000237380.8","HOXD-AS2"
"33845","ENSG00000237381.2","NT5DC1P1"
"33846","ENSG00000237382.2","RPL21P121"
"33847","ENSG00000237383.1","CNN2P11"
"33848","ENSG00000237385.1","ENSG00000237385"
"33849","ENSG00000237387.1","ENSG00000237387"
"33850","ENSG00000237388.3","OR4A47"
"33851","ENSG00000237389.1","ENSG00000237389"
"33852","ENSG00000237390.2","ENSG00000237390"
"33853","ENSG00000237396.2","LNCNEF"
"33854","ENSG00000237398.1","HLA-DPA3"
"33855","ENSG00000237399.7","PITRM1-AS1"
"33856","ENSG00000237400.1","ENSG00000237400"
"33857","ENSG00000237401.9","LINC01304"
"33858","ENSG00000237402.2","CAMTA1-IT1"
"33859","ENSG00000237406.1","NDUFA9P1"
"33860","ENSG00000237407.1","ENSG00000237407"
"33861","ENSG00000237408.1","ART2BP"
"33862","ENSG00000237409.2","ENSG00000237409"
"33863","ENSG00000237410.1","NRXN2-AS1"
"33864","ENSG00000237412.7","PRSS56"
"33865","ENSG00000237413.6","MGC27382"
"33866","ENSG00000237414.2","ENSG00000237414"
"33867","ENSG00000237415.2","NRBF2P3"
"33868","ENSG00000237417.1","XRCC6P1"
"33869","ENSG00000237418.1","ENSG00000237418"
"33870","ENSG00000237419.2","ENSG00000237419"
"33871","ENSG00000237423.4","LINC01522"
"33872","ENSG00000237424.1","FOXD2-AS1"
"33873","ENSG00000237425.1","RPSAP2"
"33874","ENSG00000237426.1","ZIK1P1"
"33875","ENSG00000237427.1","TOMM22P1"
"33876","ENSG00000237428.1","ASH2LP2"
"33877","ENSG00000237429.2","ENSG00000237429"
"33878","ENSG00000237432.2","RPS7P12"
"33879","ENSG00000237433.1","RPSAP11"
"33880","ENSG00000237434.1","ENSG00000237434"
"33881","ENSG00000237435.11","LINC02790"
"33882","ENSG00000237436.2","CAMTA1-DT"
"33883","ENSG00000237437.1","ASS1P12"
"33884","ENSG00000237438.8","CECR7"
"33885","ENSG00000237439.1","ENSG00000237439"
"33886","ENSG00000237440.9","ZNF737"
"33887","ENSG00000237441.10","RGL2"
"33888","ENSG00000237442.4","HNRNPA1P57"
"33889","ENSG00000237443.1","OR13D2P"
"33890","ENSG00000237444.1","ENSG00000237444"
"33891","ENSG00000237445.2","ENSG00000237445"
"33892","ENSG00000237446.1","RHEBP3"
"33893","ENSG00000237447.1","CDC27P2"
"33894","ENSG00000237449.1","TAAR4P"
"33895","ENSG00000237450.5","RPL23AP71"
"33896","ENSG00000237451.3","CDK2AP2P2"
"33897","ENSG00000237452.3","MEIOSIN"
"33898","ENSG00000237453.2","ENSG00000237453"
"33899","ENSG00000237456.3","ID2B"
"33900","ENSG00000237457.7","BRINP3-DT"
"33901","ENSG00000237458.1","TUBB4BP3"
"33902","ENSG00000237460.4","LINC01661"
"33903","ENSG00000237463.8","LRRC52-AS1"
"33904","ENSG00000237464.2","ENSG00000237464"
"33905","ENSG00000237466.1","MTCO3P41"
"33906","ENSG00000237467.1","USP9YP35"
"33907","ENSG00000237468.3","ADGB-DT"
"33908","ENSG00000237469.2","TUBB8P10"
"33909","ENSG00000237470.3","DCLRE1CP1"
"33910","ENSG00000237471.3","ENSG00000237471"
"33911","ENSG00000237472.1","ATP5PFP2"
"33912","ENSG00000237473.3","ENSG00000237473"
"33913","ENSG00000237475.2","RPL7P53"
"33914","ENSG00000237476.3","LINC01637"
"33915","ENSG00000237477.1","ENSG00000237477"
"33916","ENSG00000237478.2","ENSG00000237478"
"33917","ENSG00000237479.2","ENSG00000237479"
"33918","ENSG00000237480.4","ENSG00000237480"
"33919","ENSG00000237481.1","ENSG00000237481"
"33920","ENSG00000237483.1","RPS27AP8"
"33921","ENSG00000237484.8","LINC01684"
"33922","ENSG00000237487.1","VN1R48P"
"33923","ENSG00000237489.5","C10orf143"
"33924","ENSG00000237490.3","RPS27AP17"
"33925","ENSG00000237491.11","LINC01409"
"33926","ENSG00000237492.1","OR2L9P"
"33927","ENSG00000237493.3","ENSG00000237493"
"33928","ENSG00000237494.2","LINC02919"
"33929","ENSG00000237498.3","ENSG00000237498"
"33930","ENSG00000237499.8","WAKMAR2"
"33931","ENSG00000237500.1","ENSG00000237500"
"33932","ENSG00000237501.1","MMACHCP1"
"33933","ENSG00000237503.2","ENSG00000237503"
"33934","ENSG00000237505.9","PKN2-AS1"
"33935","ENSG00000237506.3","RPSAP15"
"33936","ENSG00000237510.8","GPAT2P1"
"33937","ENSG00000237512.8","UNC5B-AS1"
"33938","ENSG00000237514.3","PTP4A1P7"
"33939","ENSG00000237515.10","SHISA9"
"33940","ENSG00000237517.10","CELSR1P1"
"33941","ENSG00000237520.3","LINC02971"
"33942","ENSG00000237521.4","OR7E24"
"33943","ENSG00000237522.1","NONOP2"
"33944","ENSG00000237523.3","LINC00857"
"33945","ENSG00000237524.11","TEX51"
"33946","ENSG00000237525.8","ENSG00000237525"
"33947","ENSG00000237527.1","ENSG00000237527"
"33948","ENSG00000237528.1","UQCR10P1"
"33949","ENSG00000237529.2","ENSG00000237529"
"33950","ENSG00000237530.2","ENSG00000237530"
"33951","ENSG00000237531.7","ENSG00000237531"
"33952","ENSG00000237532.1","ENSG00000237532"
"33953","ENSG00000237539.1","ENSG00000237539"
"33954","ENSG00000237540.1","RPL36AP36"
"33955","ENSG00000237541.4","HLA-DQA2"
"33956","ENSG00000237542.1","MTCO3P17"
"33957","ENSG00000237546.1","XKRYP6"
"33958","ENSG00000237547.1","IGHJ2P"
"33959","ENSG00000237549.1","RPS6P3"
"33960","ENSG00000237550.8","ENSG00000237550"
"33961","ENSG00000237551.1","RPL21P74"
"33962","ENSG00000237552.2","LINC02567"
"33963","ENSG00000237553.1","ENSG00000237553"
"33964","ENSG00000237555.1","ENSG00000237555"
"33965","ENSG00000237556.1","KCND3-AS1"
"33966","ENSG00000237557.1","YWHABP1"
"33967","ENSG00000237558.1","CDY7P"
"33968","ENSG00000237560.10","LINC01497"
"33969","ENSG00000237566.1","CD24P5"
"33970","ENSG00000237567.2","LINC02836"
"33971","ENSG00000237568.1","ENSG00000237568"
"33972","ENSG00000237569.1","TUBAP1"
"33973","ENSG00000237571.2","LINC02862"
"33974","ENSG00000237572.1","ENSG00000237572"
"33975","ENSG00000237574.2","LINC01856"
"33976","ENSG00000237575.5","PYY2"
"33977","ENSG00000237576.3","LINC01888"
"33978","ENSG00000237579.3","LINC01514"
"33979","ENSG00000237580.1","GCSHP3"
"33980","ENSG00000237581.1","ENSG00000237581"
"33981","ENSG00000237583.1","RPL34P8"
"33982","ENSG00000237584.1","RAC1P4"
"33983","ENSG00000237586.3","ENSG00000237586"
"33984","ENSG00000237588.2","ENSG00000237588"
"33985","ENSG00000237589.1","HMGN1P32"
"33986","ENSG00000237590.1","LINC03089"
"33987","ENSG00000237592.2","IGKV1OR10-1"
"33988","ENSG00000237593.1","RPL17P24"
"33989","ENSG00000237594.2","TIAM1-AS1"
"33990","ENSG00000237595.8","LINC01275"
"33991","ENSG00000237596.8","PDE7B-AS1"
"33992","ENSG00000237601.1","ENSG00000237601"
"33993","ENSG00000237603.1","HMGB3P12"
"33994","ENSG00000237604.1","ENSG00000237604"
"33995","ENSG00000237605.4","DYRK3-AS1"
"33996","ENSG00000237606.2","ENSG00000237606"
"33997","ENSG00000237609.1","LINC02943"
"33998","ENSG00000237610.1","OR4C50P"
"33999","ENSG00000237611.2","Metazoa_SRP"
"34000","ENSG00000237612.2","ENSG00000237612"
"34001","ENSG00000237613.3","FAM138A"
"34002","ENSG00000237614.3","ENSG00000237614"
"34003","ENSG00000237616.1","USP9YP32"
"34004","ENSG00000237617.1","ENSG00000237617"
"34005","ENSG00000237618.1","BTBD7P2"
"34006","ENSG00000237619.2","OR3B1P"
"34007","ENSG00000237620.1","GCNT1P5"
"34008","ENSG00000237621.4","OR9A1P"
"34009","ENSG00000237622.1","ELOCP18"
"34010","ENSG00000237623.1","NICN2P"
"34011","ENSG00000237624.1","OXCT2P1"
"34012","ENSG00000237626.3","ENSG00000237626"
"34013","ENSG00000237628.2","MTCO2P19"
"34014","ENSG00000237629.1","UQCRHP2"
"34015","ENSG00000237630.1","NIFKP9"
"34016","ENSG00000237631.2","PARK7P2"
"34017","ENSG00000237632.3","S100A11P1"
"34018","ENSG00000237633.4","ENSG00000237633"
"34019","ENSG00000237635.2","DUX4L29"
"34020","ENSG00000237636.4","ANKRD26P3"
"34021","ENSG00000237637.2","FRY-AS1"
"34022","ENSG00000237638.4","LINC02245"
"34023","ENSG00000237639.2","ENSG00000237639"
"34024","ENSG00000237640.2","ENSG00000237640"
"34025","ENSG00000237641.1","RPL28P2"
"34026","ENSG00000237642.1","HMGB3P5"
"34027","ENSG00000237643.4","LINC01610"
"34028","ENSG00000237645.1","TMEM229BP1"
"34029","ENSG00000237646.1","HLCS-IT1"
"34030","ENSG00000237649.8","KIFC1"
"34031","ENSG00000237650.2","OR11Q1P"
"34032","ENSG00000237651.8","C2orf74"
"34033","ENSG00000237653.2","PERPP1"
"34034","ENSG00000237654.7","ENSG00000237654"
"34035","ENSG00000237655.1","ENSG00000237655"
"34036","ENSG00000237659.1","RNASEH2CP1"
"34037","ENSG00000237661.1","TNIP2P1"
"34038","ENSG00000237662.1","SOCS2P1"
"34039","ENSG00000237663.2","DNAJC19P7"
"34040","ENSG00000237664.2","LINC00316"
"34041","ENSG00000237665.1","GRM7-AS2"
"34042","ENSG00000237666.2","ENSG00000237666"
"34043","ENSG00000237667.8","LINC01115"
"34044","ENSG00000237668.1","RPS15AP38"
"34045","ENSG00000237669.1","ENSG00000237669"
"34046","ENSG00000237670.1","LINC01866"
"34047","ENSG00000237671.4","GAGE12C"
"34048","ENSG00000237672.1","KRR1P1"
"34049","ENSG00000237674.1","GSTA7P"
"34050","ENSG00000237675.6","TEX36-AS1"
"34051","ENSG00000237676.1","RPL30P4"
"34052","ENSG00000237679.2","VDAC1P11"
"34053","ENSG00000237682.2","PRKCIP1"
"34054","ENSG00000237684.1","RPSAP35"
"34055","ENSG00000237685.1","ENSG00000237685"
"34056","ENSG00000237686.9","SCIRT"
"34057","ENSG00000237687.3","LINC00686"
"34058","ENSG00000237689.2","ENSG00000237689"
"34059","ENSG00000237691.1","IFNWP2"
"34060","ENSG00000237693.5","IRGM"
"34061","ENSG00000237699.3","ENSG00000237699"
"34062","ENSG00000237700.2","PRAMEF33"
"34063","ENSG00000237701.1","ATP5PFP1"
"34064","ENSG00000237702.2","TRBV3-1"
"34065","ENSG00000237704.1","MSL3P3"
"34066","ENSG00000237705.1","ENSG00000237705"
"34067","ENSG00000237706.4","TRIM51EP"
"34068","ENSG00000237707.2","ENSG00000237707"
"34069","ENSG00000237708.1","SPIN2P1"
"34070","ENSG00000237709.1","EEF1A1P28"
"34071","ENSG00000237711.1","MTCO3P11"
"34072","ENSG00000237713.1","ENSG00000237713"
"34073","ENSG00000237714.2","P4HA2-AS1"
"34074","ENSG00000237716.3","ENSG00000237716"
"34075","ENSG00000237717.1","ENSG00000237717"
"34076","ENSG00000237718.2","ENSG00000237718"
"34077","ENSG00000237719.1","NUDT5P1"
"34078","ENSG00000237720.3","ENSG00000237720"
"34079","ENSG00000237722.2","MTND1P29"
"34080","ENSG00000237728.3","CAMTA1-AS2"
"34081","ENSG00000237729.2","RPS27P17"
"34082","ENSG00000237730.1","RPS5P8"
"34083","ENSG00000237731.1","RNGTTP1"
"34084","ENSG00000237732.12","CT75"
"34085","ENSG00000237734.1","ENSG00000237734"
"34086","ENSG00000237735.3","ENSG00000237735"
"34087","ENSG00000237737.6","DCTN1-AS1"
"34088","ENSG00000237738.1","RNF216-IT1"
"34089","ENSG00000237740.1","NPAP1P3"
"34090","ENSG00000237741.1","ENSG00000237741"
"34091","ENSG00000237742.9","HEY2-AS1"
"34092","ENSG00000237743.4","FBP2P1"
"34093","ENSG00000237745.1","RPL22P8"
"34094","ENSG00000237746.1","ZNF101P1"
"34095","ENSG00000237747.1","EIF3JP3"
"34096","ENSG00000237748.1","UQCRBP1"
"34097","ENSG00000237749.4","RPS27P9"
"34098","ENSG00000237750.3","KCNH7-AS1"
"34099","ENSG00000237751.3","LINC01143"
"34100","ENSG00000237752.2","NCKAP1P1"
"34101","ENSG00000237753.3","SLC20A1-DT"
"34102","ENSG00000237754.1","ENSG00000237754"
"34103","ENSG00000237756.1","ENSG00000237756"
"34104","ENSG00000237757.2","EEF1A1P30"
"34105","ENSG00000237758.1","BANF1P3"
"34106","ENSG00000237759.2","ENSG00000237759"
"34107","ENSG00000237760.1","ENSG00000237760"
"34108","ENSG00000237761.4","ENSG00000237761"
"34109","ENSG00000237763.10","AMY1A"
"34110","ENSG00000237765.8","FAM200B"
"34111","ENSG00000237766.2","GGTA2P"
"34112","ENSG00000237767.5","LINC01370"
"34113","ENSG00000237768.2","ENSG00000237768"
"34114","ENSG00000237770.2","SPATA31D2P"
"34115","ENSG00000237772.3","LINC02631"
"34116","ENSG00000237773.9","ENSG00000237773"
"34117","ENSG00000237774.3","ENSG00000237774"
"34118","ENSG00000237775.1","DDR1-DT"
"34119","ENSG00000237781.3","ADAMTSL4-AS2"
"34120","ENSG00000237782.3","PLLPP1"
"34121","ENSG00000237783.2","ENSG00000237783"
"34122","ENSG00000237784.1","RPS20P12"
"34123","ENSG00000237786.1","GFOD1-AS1"
"34124","ENSG00000237787.5","LINC02877"
"34125","ENSG00000237788.1","GLYR1P1"
"34126","ENSG00000237790.1","LINC01318"
"34127","ENSG00000237793.3","RPL18AP16"
"34128","ENSG00000237797.4","MACORIS"
"34129","ENSG00000237798.1","ENSG00000237798"
"34130","ENSG00000237799.2","CICP11"
"34131","ENSG00000237801.6","AMD1P2"
"34132","ENSG00000237802.7","FAM197Y6"
"34133","ENSG00000237803.7","PIRAT1"
"34134","ENSG00000237804.1","HNRNPA1P39"
"34135","ENSG00000237806.1","FAUP2"
"34136","ENSG00000237807.5","LINC02984"
"34137","ENSG00000237810.3","ENSG00000237810"
"34138","ENSG00000237813.5","ENSG00000237813"
"34139","ENSG00000237816.1","RPL21P109"
"34140","ENSG00000237818.1","RPS3AP29"
"34141","ENSG00000237819.8","CDK6-AS1"
"34142","ENSG00000237821.1","ST13P7"
"34143","ENSG00000237823.1","CDY19P"
"34144","ENSG00000237824.2","RPL23AP33"
"34145","ENSG00000237827.1","RPS15AP29"
"34146","ENSG00000237828.1","PA2G4P1"
"34147","ENSG00000237832.1","ENSG00000237832"
"34148","ENSG00000237833.1","ETS2P1"
"34149","ENSG00000237835.1","ENSG00000237835"
"34150","ENSG00000237836.6","PHKA2-AS1"
"34151","ENSG00000237837.1","ENSG00000237837"
"34152","ENSG00000237840.7","FAM21FP"
"34153","ENSG00000237841.1","KRTAP19-9P"
"34154","ENSG00000237842.2","SMU1P1"
"34155","ENSG00000237843.3","ENSG00000237843"
"34156","ENSG00000237844.2","ENSG00000237844"
"34157","ENSG00000237846.1","ENSG00000237846"
"34158","ENSG00000237848.1","ENSG00000237848"
"34159","ENSG00000237849.1","NFYAP1"
"34160","ENSG00000237850.8","GOLGA6L24"
"34161","ENSG00000237851.1","ENSG00000237851"
"34162","ENSG00000237852.1","ENSG00000237852"
"34163","ENSG00000237853.7","NFIA-AS1"
"34164","ENSG00000237854.6","LINC00674"
"34165","ENSG00000237856.1","ENSG00000237856"
"34166","ENSG00000237859.2","EEF1A1P31"
"34167","ENSG00000237860.1","SLC6A14P2"
"34168","ENSG00000237861.1","ENSG00000237861"
"34169","ENSG00000237862.4","ENSG00000237862"
"34170","ENSG00000237863.4","IRS4-AS1"
"34171","ENSG00000237864.1","LINC00322"
"34172","ENSG00000237868.1","ENSG00000237868"
"34173","ENSG00000237870.7","ENSG00000237870"
"34174","ENSG00000237872.4","POU5F1P4"
"34175","ENSG00000237873.1","DLGAP5P2"
"34176","ENSG00000237874.3","ENSG00000237874"
"34177","ENSG00000237875.1","ENSG00000237875"
"34178","ENSG00000237876.1","AKR1B1P4"
"34179","ENSG00000237877.9","LINC01473"
"34180","ENSG00000237879.3","LINC00398"
"34181","ENSG00000237880.3","LINC01885"
"34182","ENSG00000237882.1","PPIAP13"
"34183","ENSG00000237883.5","DGUOK-AS1"
"34184","ENSG00000237885.1","ENSG00000237885"
"34185","ENSG00000237886.3","NALT1"
"34186","ENSG00000237887.1","RPL23AP32"
"34187","ENSG00000237888.1","RPL29P31"
"34188","ENSG00000237891.1","UBE2V1P16"
"34189","ENSG00000237892.1","KLF7-IT1"
"34190","ENSG00000237896.7","ENSG00000237896"
"34191","ENSG00000237897.2","MATR3P3"
"34192","ENSG00000237901.1","ENSG00000237901"
"34193","ENSG00000237902.1","TSPY21P"
"34194","ENSG00000237903.1","ENSG00000237903"
"34195","ENSG00000237904.2","ENSG00000237904"
"34196","ENSG00000237906.1","MUPP"
"34197","ENSG00000237910.1","MTCO1P18"
"34198","ENSG00000237911.2","SRP68P3"
"34199","ENSG00000237913.1","FTLP19"
"34200","ENSG00000237914.5","SIRPG-AS1"
"34201","ENSG00000237916.1","RPL37P12"
"34202","ENSG00000237917.1","PARP4P1"
"34203","ENSG00000237919.5","LRRC7-AS1"
"34204","ENSG00000237920.2","ENSG00000237920"
"34205","ENSG00000237921.2","ENSG00000237921"
"34206","ENSG00000237922.1","ENSG00000237922"
"34207","ENSG00000237923.3","LINC02570"
"34208","ENSG00000237924.1","RPL21P112"
"34209","ENSG00000237926.1","ENSG00000237926"
"34210","ENSG00000237927.1","ENSG00000237927"
"34211","ENSG00000237928.7","NFIA-AS2"
"34212","ENSG00000237929.1","RPL31P3"
"34213","ENSG00000237930.1","RPL31P14"
"34214","ENSG00000237931.1","CLIC4P3"
"34215","ENSG00000237934.1","ENSG00000237934"
"34216","ENSG00000237936.1","ENSG00000237936"
"34217","ENSG00000237937.6","LINC02702"
"34218","ENSG00000237938.5","ENSG00000237938"
"34219","ENSG00000237939.1","IDI1P1"
"34220","ENSG00000237941.2","KCNQ1DN"
"34221","ENSG00000237943.8","PRKCQ-AS1"
"34222","ENSG00000237945.10","LINC00649"
"34223","ENSG00000237947.1","ENSG00000237947"
"34224","ENSG00000237948.1","MTATP6P20"
"34225","ENSG00000237949.4","LINC00844"
"34226","ENSG00000237950.4","LINC02918"
"34227","ENSG00000237951.1","PPIL1P1"
"34228","ENSG00000237952.1","RPL7AP73"
"34229","ENSG00000237953.1","RPS13P5"
"34230","ENSG00000237955.1","ENSG00000237955"
"34231","ENSG00000237956.1","TRIAP1P1"
"34232","ENSG00000237957.6","CT47A5"
"34233","ENSG00000237959.1","RPL36AP10"
"34234","ENSG00000237961.4","ENSG00000237961"
"34235","ENSG00000237963.1","PRXL2CP1"
"34236","ENSG00000237964.3","RAD52P1"
"34237","ENSG00000237968.1","ENSG00000237968"
"34238","ENSG00000237970.1","TMEM161BP1"
"34239","ENSG00000237971.1","ENSG00000237971"
"34240","ENSG00000237972.1","TUBG1P"
"34241","ENSG00000237973.1","MTCO1P12"
"34242","ENSG00000237974.1","ENSG00000237974"
"34243","ENSG00000237976.3","RFX5-AS1"
"34244","ENSG00000237977.1","EIF4HP2"
"34245","ENSG00000237978.7","KCNMB2-AS1"
"34246","ENSG00000237979.1","DNAJB12P1"
"34247","ENSG00000237980.3","LINC02773"
"34248","ENSG00000237982.1","CDC42P7"
"34249","ENSG00000237984.4","PTENP1"
"34250","ENSG00000237986.4","CELF2-AS2"
"34251","ENSG00000237987.2","ENSG00000237987"
"34252","ENSG00000237988.6","OR2I1P"
"34253","ENSG00000237989.3","LINC01679"
"34254","ENSG00000237990.3","CNTN4-AS1"
"34255","ENSG00000237991.3","RPL35P1"
"34256","ENSG00000237992.4","LINC01808"
"34257","ENSG00000237993.1","ENSG00000237993"
"34258","ENSG00000237994.1","ENSG00000237994"
"34259","ENSG00000237997.1","RCC2P2"
"34260","ENSG00000237999.2","ACTG1P19"
"34261","ENSG00000238000.1","PSME2P1"
"34262","ENSG00000238001.2","SNRPCP1"
"34263","ENSG00000238002.3","NPAP1P6"
"34264","ENSG00000238003.1","RPL10P4"
"34265","ENSG00000238004.1","ENSG00000238004"
"34266","ENSG00000238005.5","LNCATV"
"34267","ENSG00000238007.2","ENSG00000238007"
"34268","ENSG00000238008.1","COX6CP10"
"34269","ENSG00000238010.1","ENSG00000238010"
"34270","ENSG00000238012.3","ENSG00000238012"
"34271","ENSG00000238013.1","ENSG00000238013"
"34272","ENSG00000238015.2","ENSG00000238015"
"34273","ENSG00000238018.2","SPTBN1-AS2"
"34274","ENSG00000238019.1","ENSG00000238019"
"34275","ENSG00000238020.1","HTR3E-AS1"
"34276","ENSG00000238021.7","ODAD2P1"
"34277","ENSG00000238022.3","LMX1A-AS1"
"34278","ENSG00000238024.1","DDX39BP2"
"34279","ENSG00000238025.1","ZDHHC4P1"
"34280","ENSG00000238026.1","TMEM38BP1"
"34281","ENSG00000238029.1","RALBP1P2"
"34282","ENSG00000238031.1","ENSG00000238031"
"34283","ENSG00000238032.1","S100A11P5"
"34284","ENSG00000238034.3","ENSG00000238034"
"34285","ENSG00000238035.8","ENSG00000238035"
"34286","ENSG00000238037.1","OOSP1P1"
"34287","ENSG00000238038.1","ATP6V0E1P3"
"34288","ENSG00000238039.1","ENSG00000238039"
"34289","ENSG00000238040.1","SALL4P2"
"34290","ENSG00000238041.3","TMEM230P2"
"34291","ENSG00000238043.2","ENSG00000238043"
"34292","ENSG00000238045.10","MVP-DT"
"34293","ENSG00000238046.1","MTND5P22"
"34294","ENSG00000238047.1","MTND1P30"
"34295","ENSG00000238048.1","ART2P"
"34296","ENSG00000238049.2","ENSG00000238049"
"34297","ENSG00000238051.1","ISCUP1"
"34298","ENSG00000238054.3","ENSG00000238054"
"34299","ENSG00000238055.1","RPL36AP24"
"34300","ENSG00000238057.11","ZEB2-AS1"
"34301","ENSG00000238058.3","CAMSAP1-DT"
"34302","ENSG00000238059.1","HSPE1P21"
"34303","ENSG00000238061.2","ENSG00000238061"
"34304","ENSG00000238062.7","SPATA3-AS1"
"34305","ENSG00000238063.4","LINC01685"
"34306","ENSG00000238065.1","LRRC57P1"
"34307","ENSG00000238066.1","ENSG00000238066"
"34308","ENSG00000238067.1","XKRYP1"
"34309","ENSG00000238069.1","RPLP0P7"
"34310","ENSG00000238072.1","CDC26P1"
"34311","ENSG00000238073.1","RBMY2HP"
"34312","ENSG00000238074.6","TSPY9"
"34313","ENSG00000238075.1","RPSAP32"
"34314","ENSG00000238076.1","MRPL48P1"
"34315","ENSG00000238077.1","NMNAT1P3"
"34316","ENSG00000238078.1","LINC01352"
"34317","ENSG00000238079.1","ENSG00000238079"
"34318","ENSG00000238081.1","ENSG00000238081"
"34319","ENSG00000238082.1","NUDCP2"
"34320","ENSG00000238083.10","LRRC37A2"
"34321","ENSG00000238084.4","ENSG00000238084"
"34322","ENSG00000238085.1","ENSG00000238085"
"34323","ENSG00000238086.5","PPP1R26P1"
"34324","ENSG00000238087.3","FMO8P"
"34325","ENSG00000238088.1","OFD1P7Y"
"34326","ENSG00000238090.1","ENSG00000238090"
"34327","ENSG00000238092.1","CEACAMP6"
"34328","ENSG00000238094.1","ENSG00000238094"
"34329","ENSG00000238097.4","LINC02037"
"34330","ENSG00000238098.10","ABCA17P"
"34331","ENSG00000238099.4","LINC01625"
"34332","ENSG00000238103.4","RPL9P7"
"34333","ENSG00000238105.8","GOLGA2P5"
"34334","ENSG00000238107.2","LINC02806"
"34335","ENSG00000238108.1","ENSG00000238108"
"34336","ENSG00000238109.1","RNF14P3"
"34337","ENSG00000238110.1","ENSG00000238110"
"34338","ENSG00000238111.1","RPS13P4"
"34339","ENSG00000238113.8","LINC01410"
"34340","ENSG00000238116.2","RAD21P1"
"34341","ENSG00000238117.2","ENSG00000238117"
"34342","ENSG00000238118.1","SLC25A24P2"
"34343","ENSG00000238120.3","LINC01589"
"34344","ENSG00000238121.8","LINC00426"
"34345","ENSG00000238122.2","ENSG00000238122"
"34346","ENSG00000238123.2","MID1IP1-AS1"
"34347","ENSG00000238124.1","ENSG00000238124"
"34348","ENSG00000238125.1","SLC9A3P2"
"34349","ENSG00000238129.6","ENSG00000238129"
"34350","ENSG00000238131.3","LINC02854"
"34351","ENSG00000238132.2","GOLM2P1"
"34352","ENSG00000238133.6","MAP3K20-AS1"
"34353","ENSG00000238135.1","USP9YP10"
"34354","ENSG00000238137.2","ARPC3P2"
"34355","ENSG00000238138.1","ENSG00000238138"
"34356","ENSG00000238139.2","ENSG00000238139"
"34357","ENSG00000238140.1","ENSG00000238140"
"34358","ENSG00000238141.3","BRWD1-AS1"
"34359","ENSG00000238142.5","ENSG00000238142"
"34360","ENSG00000238143.1","TRPC6P4"
"34361","ENSG00000238145.2","TUBAP8"
"34362","ENSG00000238149.1","ENSG00000238149"
"34363","ENSG00000238150.1","ENSG00000238150"
"34364","ENSG00000238151.1","MLLT10P1"
"34365","ENSG00000238152.2","OR7E140P"
"34366","ENSG00000238153.1","ENSG00000238153"
"34367","ENSG00000238154.1","USP9YP4"
"34368","ENSG00000238156.1","ENSG00000238156"
"34369","ENSG00000238160.3","LINC02863"
"34370","ENSG00000238161.1","OR7E117P"
"34371","ENSG00000238162.1","ENSG00000238162"
"34372","ENSG00000238164.7","TNFRSF14-AS1"
"34373","ENSG00000238165.1","ENSG00000238165"
"34374","ENSG00000238166.3","ENSG00000238166"
"34375","ENSG00000238168.5","IFITM3P5"
"34376","ENSG00000238169.3","LINC01053"
"34377","ENSG00000238171.1","ENSG00000238171"
"34378","ENSG00000238172.2","RPS2P35"
"34379","ENSG00000238173.1","RPL39P6"
"34380","ENSG00000238176.2","ENSG00000238176"
"34381","ENSG00000238178.8","MAGEB17-AS1"
"34382","ENSG00000238180.1","RPL21P34"
"34383","ENSG00000238181.2","AHCYP2"
"34384","ENSG00000238183.2","RPS27P5"
"34385","ENSG00000238184.1","CD81-AS1"
"34386","ENSG00000238185.2","ENSG00000238185"
"34387","ENSG00000238186.1","ENSG00000238186"
"34388","ENSG00000238188.1","SPRING1P2"
"34389","ENSG00000238189.3","ENOX1-AS2"
"34390","ENSG00000238190.1","HMGB1P15"
"34391","ENSG00000238191.3","CLUHP1"
"34392","ENSG00000238192.2","ENSG00000238192"
"34393","ENSG00000238193.1","HADHBP1"
"34394","ENSG00000238194.2","PHACTR3-AS1"
"34395","ENSG00000238195.2","ENSG00000238195"
"34396","ENSG00000238197.9","PAXBP1-AS1"
"34397","ENSG00000238198.3","LRIG2-DT"
"34398","ENSG00000238199.1","UBE2V2P3"
"34399","ENSG00000238200.1","MGAT2P2"
"34400","ENSG00000238201.2","ENSG00000238201"
"34401","ENSG00000238205.4","MPC1L"
"34402","ENSG00000238207.3","ENSG00000238207"
"34403","ENSG00000238210.4","ETDA"
"34404","ENSG00000238211.1","POLR2LP1"
"34405","ENSG00000238212.4","LINC02096"
"34406","ENSG00000238213.1","TARDBPP2"
"34407","ENSG00000238215.1","ENSG00000238215"
"34408","ENSG00000238217.8","LINC01877"
"34409","ENSG00000238220.1","ENSG00000238220"
"34410","ENSG00000238221.2","ENSG00000238221"
"34411","ENSG00000238222.3","MKRN4P"
"34412","ENSG00000238223.1","ENSG00000238223"
"34413","ENSG00000238224.1","ENSG00000238224"
"34414","ENSG00000238225.1","CRIP1P2"
"34415","ENSG00000238227.8","TMEM250"
"34416","ENSG00000238228.1","OR7E7P"
"34417","ENSG00000238230.4","LINC00391"
"34418","ENSG00000238231.2","ENSG00000238231"
"34419","ENSG00000238232.1","ENSG00000238232"
"34420","ENSG00000238235.1","TSPY11P"
"34421","ENSG00000238236.1","MTCYBP14"
"34422","ENSG00000238241.3","CCR12P"
