"","V1","V2"
"34423","ENSG00000238242.3","LINC02778"
"34424","ENSG00000238243.3","OR2W3"
"34425","ENSG00000238244.3","GABARAPL3"
"34426","ENSG00000238245.2","MYO5BP2"
"34427","ENSG00000238246.1","ENSG00000238246"
"34428","ENSG00000238247.2","RDXP3"
"34429","ENSG00000238249.2","HMGN2P17"
"34430","ENSG00000238250.1","ST6GAL2-IT1"
"34431","ENSG00000238251.2","NSA2P7"
"34432","ENSG00000238254.3","ENSG00000238254"
"34433","ENSG00000238256.1","MTND5P20"
"34434","ENSG00000238257.1","ENSG00000238257"
"34435","ENSG00000238258.2","ENSG00000238258"
"34436","ENSG00000238259.1","PHF5AP5"
"34437","ENSG00000238260.4","ENSG00000238260"
"34438","ENSG00000238262.1","NTM-IT"
"34439","ENSG00000238263.1","RPL21P88"
"34440","ENSG00000238265.1","LINC00317"
"34441","ENSG00000238267.1","CENPPP1"
"34442","ENSG00000238269.9","PAGE2B"
"34443","ENSG00000238270.1","ENSG00000238270"
"34444","ENSG00000238271.2","IFNWP19"
"34445","ENSG00000238272.1","ENSG00000238272"
"34446","ENSG00000238273.3","ENSG00000238273"
"34447","ENSG00000238275.2","HOMER2P2"
"34448","ENSG00000238276.8","LINC02944"
"34449","ENSG00000238277.2","ENSG00000238277"
"34450","ENSG00000238278.3","ALG1L6P"
"34451","ENSG00000238279.4","ENSG00000238279"
"34452","ENSG00000238280.3","ENSG00000238280"
"34453","ENSG00000238282.1","ENSG00000238282"
"34454","ENSG00000238283.3","TBC1D3P1"
"34455","ENSG00000238284.2","LINC01448"
"34456","ENSG00000238285.1","MRPL50P2"
"34457","ENSG00000238286.1","SLC35E1P1"
"34458","ENSG00000238287.2","EXO5-DT"
"34459","ENSG00000238288.1","MTND3P23"
"34460","ENSG00000238290.2","ERRFI1-DT"
"34461","ENSG00000238291.1","ENSG00000238291"
"34462","ENSG00000238295.1","ENSG00000238295"
"34463","ENSG00000238297.2","U3"
"34464","ENSG00000238300.1","SNORD121B"
"34465","ENSG00000238302.1","RNU7-120P"
"34466","ENSG00000238304.1","RNU7-50P"
"34467","ENSG00000238311.1","SNORD13E"
"34468","ENSG00000238316.1","ENSG00000238316"
"34469","ENSG00000238317.2","SNORD11"
"34470","ENSG00000238324.1","RN7SKP198"
"34471","ENSG00000238326.1","ENSG00000238326"
"34472","ENSG00000238344.1","SNORD126"
"34473","ENSG00000238357.1","RNU7-148P"
"34474","ENSG00000238363.1","SNORA13"
"34475","ENSG00000238364.1","RNU7-140P"
"34476","ENSG00000238365.3","RNU7-57P"
"34477","ENSG00000238366.1","Y_RNA"
"34478","ENSG00000238367.1","MIR2113"
"34479","ENSG00000238370.1","RNU7-103P"
"34480","ENSG00000238371.1","ENSG00000238371"
"34481","ENSG00000238372.1","ENSG00000238372"
"34482","ENSG00000238374.1","RNU7-180P"
"34483","ENSG00000238379.1","RNA5SP103"
"34484","ENSG00000238380.1","RNU7-165P"
"34485","ENSG00000238382.1","RNU6-1211P"
"34486","ENSG00000238386.1","RNU7-48P"
"34487","ENSG00000238387.1","ENSG00000238387"
"34488","ENSG00000238390.1","ENSG00000238390"
"34489","ENSG00000238391.1","RNA5SP233"
"34490","ENSG00000238399.1","MIR2053"
"34491","ENSG00000238405.1","RNA5SP311"
"34492","ENSG00000238406.1","RNU7-171P"
"34493","ENSG00000238410.1","ENSG00000238410"
"34494","ENSG00000238417.1","RNU7-63P"
"34495","ENSG00000238419.1","RNU7-186P"
"34496","ENSG00000238420.1","RNU6-437P"
"34497","ENSG00000238423.1","SNORD42B"
"34498","ENSG00000238426.1","Y_RNA"
"34499","ENSG00000238427.1","RNU7-136P"
"34500","ENSG00000238431.1","RNU7-157P"
"34501","ENSG00000238440.1","ENSG00000238440"
"34502","ENSG00000238441.1","RNU7-130P"
"34503","ENSG00000238443.1","Y_RNA"
"34504","ENSG00000238444.1","RNU6-893P"
"34505","ENSG00000238446.1","RNU7-38P"
"34506","ENSG00000238447.1","RNU7-134P"
"34507","ENSG00000238452.1","RNU7-144P"
"34508","ENSG00000238456.1","RNU6-1014P"
"34509","ENSG00000238457.1","RNU7-169P"
"34510","ENSG00000238468.1","RNU7-14P"
"34511","ENSG00000238478.1","RNU6-498P"
"34512","ENSG00000238482.1","RNU6-1208P"
"34513","ENSG00000238485.1","ENSG00000238485"
"34514","ENSG00000238489.1","RNU6-749P"
"34515","ENSG00000238490.1","Y_RNA"
"34516","ENSG00000238493.1","RNU6-221P"
"34517","ENSG00000238498.1","SNORD13P1"
"34518","ENSG00000238500.1","RNU7-87P"
"34519","ENSG00000238503.1","SNORD18"
"34520","ENSG00000238509.1","RNU6-104P"
"34521","ENSG00000238516.1","Y_RNA"
"34522","ENSG00000238517.1","MIR1270"
"34523","ENSG00000238519.1","U8"
"34524","ENSG00000238523.1","RNU7-107P"
"34525","ENSG00000238529.1","RNU6-599P"
"34526","ENSG00000238531.1","SNORD105B"
"34527","ENSG00000238540.1","RNU7-93P"
"34528","ENSG00000238542.1","RNU7-104P"
"34529","ENSG00000238551.1","RNU6-1193P"
"34530","ENSG00000238554.1","RNU1-88P"
"34531","ENSG00000238558.1","RNU7-21P"
"34532","ENSG00000238560.1","Y_RNA"
"34533","ENSG00000238561.1","RNU6ATAC28P"
"34534","ENSG00000238562.1","RNU7-159P"
"34535","ENSG00000238570.1","ENSG00000238570"
"34536","ENSG00000238575.1","ENSG00000238575"
"34537","ENSG00000238578.1","SNORD4A"
"34538","ENSG00000238584.1","RNU7-167P"
"34539","ENSG00000238585.1","Y_RNA"
"34540","ENSG00000238590.1","RNU7-54P"
"34541","ENSG00000238594.1","ENSG00000238594"
"34542","ENSG00000238597.1","SNORD4B"
"34543","ENSG00000238606.1","RNU7-7P"
"34544","ENSG00000238609.1","RNU7-94P"
"34545","ENSG00000238610.1","RNU7-26P"
"34546","ENSG00000238616.1","RNU6-300P"
"34547","ENSG00000238619.1","RNU6-775P"
"34548","ENSG00000238622.1","SNORD97"
"34549","ENSG00000238627.1","RNA5SP489"
"34550","ENSG00000238628.1","ENSG00000238628"
"34551","ENSG00000238632.1","RNU7-126P"
"34552","ENSG00000238645.1","ENSG00000238645"
"34553","ENSG00000238649.1","SNORD42A"
"34554","ENSG00000238650.1","SNORD54"
"34555","ENSG00000238653.1","RNU7-62P"
"34556","ENSG00000238658.1","RNU6-625P"
"34557","ENSG00000238669.1","RNU6-333P"
"34558","ENSG00000238680.1","RNU6-1037P"
"34559","ENSG00000238685.1","ENSG00000238685"
"34560","ENSG00000238694.1","ENSG00000238694"
"34561","ENSG00000238697.1","RNU6-261P"
"34562","ENSG00000238698.1","RNU7-147P"
"34563","ENSG00000238704.1","RNU7-97P"
"34564","ENSG00000238705.1","MIR1976"
"34565","ENSG00000238707.1","ENSG00000238707"
"34566","ENSG00000238709.1","RNU7-56P"
"34567","ENSG00000238711.1","RNY4P25"
"34568","ENSG00000238713.1","Y_RNA"
"34569","ENSG00000238719.1","RNU7-96P"
"34570","ENSG00000238721.1","RNU7-194P"
"34571","ENSG00000238723.1","Y_RNA"
"34572","ENSG00000238724.1","ENSG00000238724"
"34573","ENSG00000238728.1","MIR1972-1"
"34574","ENSG00000238730.1","RNU7-164P"
"34575","ENSG00000238731.1","RNU7-90P"
"34576","ENSG00000238735.1","RNU7-113P"
"34577","ENSG00000238741.1","SCARNA7"
"34578","ENSG00000238745.1","ENSG00000238745"
"34579","ENSG00000238749.1","Y_RNA"
"34580","ENSG00000238750.1","RNU7-27P"
"34581","ENSG00000238754.1","SCARNA18B"
"34582","ENSG00000238755.3","LINC02006"
"34583","ENSG00000238759.1","RNU7-155P"
"34584","ENSG00000238761.1","ENSG00000238761"
"34585","ENSG00000238764.1","ENSG00000238764"
"34586","ENSG00000238765.1","RNA5SP57"
"34587","ENSG00000238777.1","RNU7-141P"
"34588","ENSG00000238778.1","RNU7-80P"
"34589","ENSG00000238782.1","RNU7-9P"
"34590","ENSG00000238783.1","Y_RNA"
"34591","ENSG00000238785.1","RNU7-92P"
"34592","ENSG00000238788.1","RNU7-182P"
"34593","ENSG00000238789.1","RNU7-152P"
"34594","ENSG00000238793.1","SNORD124"
"34595","ENSG00000238795.1","SCARNA12"
"34596","ENSG00000238797.1","Y_RNA"
"34597","ENSG00000238804.1","ENSG00000238804"
"34598","ENSG00000238808.1","RNU7-102P"
"34599","ENSG00000238812.1","RNU7-127P"
"34600","ENSG00000238813.1","Y_RNA"
"34601","ENSG00000238819.1","ENSG00000238819"
"34602","ENSG00000238825.1","RNVU1-2"
"34603","ENSG00000238829.1","RNU7-45P"
"34604","ENSG00000238830.1","RNU7-46P"
"34605","ENSG00000238832.1","ENSG00000238832"
"34606","ENSG00000238833.1","RNU1-131P"
"34607","ENSG00000238835.1","SCARNA18"
"34608","ENSG00000238837.4","LINC02031"
"34609","ENSG00000238840.1","U8"
"34610","ENSG00000238842.1","RNU7-106P"
"34611","ENSG00000238845.1","Y_RNA"
"34612","ENSG00000238854.1","ENSG00000238854"
"34613","ENSG00000238862.1","SNORD19B"
"34614","ENSG00000238875.1","RN7SKP210"
"34615","ENSG00000238880.1","RNU7-59P"
"34616","ENSG00000238882.1","RNU6-329P"
"34617","ENSG00000238884.1","RNU7-85P"
"34618","ENSG00000238886.1","SNORD121A"
"34619","ENSG00000238898.1","RNU1-80P"
"34620","ENSG00000238901.1","ENSG00000238901"
"34621","ENSG00000238902.1","ENSG00000238902"
"34622","ENSG00000238904.1","RNU7-34P"
"34623","ENSG00000238906.1","ENSG00000238906"
"34624","ENSG00000238908.1","RNA5SP484"
"34625","ENSG00000238912.1","Y_RNA"
"34626","ENSG00000238913.1","RNU7-196P"
"34627","ENSG00000238917.1","SNORD10"
"34628","ENSG00000238923.1","RNU7-1"
"34629","ENSG00000238924.2","RNU7-82P"
"34630","ENSG00000238926.1","Y_RNA"
"34631","ENSG00000238933.1","Y_RNA"
"34632","ENSG00000238934.1","ENSG00000238934"
"34633","ENSG00000238936.1","SNORD65B"
"34634","ENSG00000238941.1","RNU6-953P"
"34635","ENSG00000238942.1","SNORD2"
"34636","ENSG00000238943.1","Y_RNA"
"34637","ENSG00000238949.1","RNU7-66P"
"34638","ENSG00000238950.1","RNU7-173P"
"34639","ENSG00000238959.1","RNU7-19P"
"34640","ENSG00000238961.1","SNORA47"
"34641","ENSG00000238962.1","RNU7-176P"
"34642","ENSG00000238963.2","U8"
"34643","ENSG00000238964.1","RNU7-125P"
"34644","ENSG00000238965.1","RNA5SP351"
"34645","ENSG00000238966.1","ENSG00000238966"
"34646","ENSG00000238987.1","RNU7-133P"
"34647","ENSG00000238998.1","RNU7-187P"
"34648","ENSG00000239001.1","RNU6-420P"
"34649","ENSG00000239002.3","SCARNA10"
"34650","ENSG00000239003.1","RNU7-88P"
"34651","ENSG00000239005.1","ENSG00000239005"
"34652","ENSG00000239007.1","RNU7-95P"
"34653","ENSG00000239008.1","ENSG00000239008"
"34654","ENSG00000239010.1","RNU7-74P"
"34655","ENSG00000239014.1","SNORD108"
"34656","ENSG00000239021.1","RNA5SP246"
"34657","ENSG00000239023.1","RNU1-98P"
"34658","ENSG00000239030.1","RNU6-956P"
"34659","ENSG00000239035.1","SNORD13D"
"34660","ENSG00000239039.1","SNORD13"
"34661","ENSG00000239040.1","Y_RNA"
"34662","ENSG00000239041.1","ENSG00000239041"
"34663","ENSG00000239043.1","SNORD127"
"34664","ENSG00000239053.1","RNU7-138P"
"34665","ENSG00000239057.2","MIR500B"
"34666","ENSG00000239069.1","Y_RNA"
"34667","ENSG00000239075.1","RNU6-274P"
"34668","ENSG00000239078.1","RNU7-55P"
"34669","ENSG00000239079.1","ENSG00000239079"
"34670","ENSG00000239080.1","ENSG00000239080"
"34671","ENSG00000239081.1","RNU7-24P"
"34672","ENSG00000239082.1","RNU7-170P"
"34673","ENSG00000239093.1","ENSG00000239093"
"34674","ENSG00000239096.1","ENSG00000239096"
"34675","ENSG00000239099.1","RNU7-23P"
"34676","ENSG00000239102.1","RNU7-185P"
"34677","ENSG00000239105.1","RNU7-73P"
"34678","ENSG00000239106.1","Y_RNA"
"34679","ENSG00000239108.1","RNU6-1132P"
"34680","ENSG00000239112.1","SNORD123"
"34681","ENSG00000239115.1","RNU7-67P"
"34682","ENSG00000239118.1","MIR1972-2"
"34683","ENSG00000239119.1","RNU7-119P"
"34684","ENSG00000239122.1","RNU2-11P"
"34685","ENSG00000239127.1","SNORD125"
"34686","ENSG00000239128.1","SNORD13P3"
"34687","ENSG00000239129.1","ENSG00000239129"
"34688","ENSG00000239137.1","ENSG00000239137"
"34689","ENSG00000239142.1","U8"
"34690","ENSG00000239143.1","Y_RNA"
"34691","ENSG00000239148.1","U8"
"34692","ENSG00000239149.1","SNORA59A"
"34693","ENSG00000239151.1","RNU7-195P"
"34694","ENSG00000239152.1","RNA5SP310"
"34695","ENSG00000239153.1","ENSG00000239153"
"34696","ENSG00000239168.1","RNU7-197P"
"34697","ENSG00000239169.1","SNORD109B"
"34698","ENSG00000239175.1","RNU6-1218P"
"34699","ENSG00000239180.1","Y_RNA"
"34700","ENSG00000239182.1","ENSG00000239182"
"34701","ENSG00000239183.1","SNORA84"
"34702","ENSG00000239184.1","RNA5SP269"
"34703","ENSG00000239185.1","RNU7-190P"
"34704","ENSG00000239189.1","RNU6-634P"
"34705","ENSG00000239190.1","RNU6-717P"
"34706","ENSG00000239194.1","RNU1-123P"
"34707","ENSG00000239195.1","SNORD5"
"34708","ENSG00000239197.1","ENSG00000239197"
"34709","ENSG00000239198.1","RPL5P22"
"34710","ENSG00000239199.1","RPL21P6"
"34711","ENSG00000239200.1","RPL22P20"
"34712","ENSG00000239201.1","RPL21P106"
"34713","ENSG00000239202.3","RN7SL499P"
"34714","ENSG00000239203.1","ENSG00000239203"
"34715","ENSG00000239205.2","LINC02023"
"34716","ENSG00000239207.2","GAPDHP39"
"34717","ENSG00000239210.2","RPS26P55"
"34718","ENSG00000239211.3","RN7SL563P"
"34719","ENSG00000239212.2","RPL6P7"
"34720","ENSG00000239213.8","NCK1-DT"
"34721","ENSG00000239215.1","RPL27P12"
"34722","ENSG00000239218.3","RPS20P22"
"34723","ENSG00000239219.3","FHL1P1"
"34724","ENSG00000239221.3","RN7SL442P"
"34725","ENSG00000239223.3","RPL34P31"
"34726","ENSG00000239224.3","RN7SL546P"
"34727","ENSG00000239225.2","TTTY23"
"34728","ENSG00000239226.1","MRPS17P3"
"34729","ENSG00000239227.1","ENSG00000239227"
"34730","ENSG00000239228.3","RN7SL578P"
"34731","ENSG00000239238.1","MEMO1P3"
"34732","ENSG00000239246.3","ENSG00000239246"
"34733","ENSG00000239247.3","RN7SL589P"
"34734","ENSG00000239249.3","RN7SL757P"
"34735","ENSG00000239250.3","RN7SL271P"
"34736","ENSG00000239253.1","RPS4XP23"
"34737","ENSG00000239254.1","MSL3P2"
"34738","ENSG00000239255.1","RPL29P34"
"34739","ENSG00000239256.1","RPL35AP35"
"34740","ENSG00000239257.1","RPL23AP1"
"34741","ENSG00000239261.1","RPL31P41"
"34742","ENSG00000239263.1","RBM43P1"
"34743","ENSG00000239264.9","TXNDC5"
"34744","ENSG00000239268.6","LINC03051"
"34745","ENSG00000239269.1","RPSAP4"
"34746","ENSG00000239272.1","RPL21P10"
"34747","ENSG00000239279.3","RN7SL184P"
"34748","ENSG00000239280.1","DBTP1"
"34749","ENSG00000239281.2","RPS29P2"
"34750","ENSG00000239282.8","CASTOR1"
"34751","ENSG00000239288.1","BRD7P7"
"34752","ENSG00000239291.1","ENSG00000239291"
"34753","ENSG00000239293.1","OR9P1P"
"34754","ENSG00000239300.7","ENSG00000239300"
"34755","ENSG00000239304.1","DNM1P48"
"34756","ENSG00000239305.7","RNF103"
"34757","ENSG00000239306.5","RBM14"
"34758","ENSG00000239311.1","ENSG00000239311"
"34759","ENSG00000239314.2","MORC1-AS1"
"34760","ENSG00000239315.4","RPL19P13"
"34761","ENSG00000239316.3","RN7SL11P"
"34762","ENSG00000239317.1","RPL35AP17"
"34763","ENSG00000239319.3","RN7SL854P"
"34764","ENSG00000239320.1","RPS29P26"
"34765","ENSG00000239322.1","ATP6V1B1-AS1"
"34766","ENSG00000239323.1","ENSG00000239323"
"34767","ENSG00000239327.1","ENSG00000239327"
"34768","ENSG00000239333.3","RN7SL658P"
"34769","ENSG00000239335.4","LLPH-DT"
"34770","ENSG00000239344.1","ENSG00000239344"
"34771","ENSG00000239345.2","HNRNPA1P26"
"34772","ENSG00000239350.2","CCDC137P2"
"34773","ENSG00000239351.1","NPM1P29"
"34774","ENSG00000239354.1","RPS17P15"
"34775","ENSG00000239356.3","RN7SL309P"
"34776","ENSG00000239365.2","RPS26P49"
"34777","ENSG00000239367.2","RN7SL477P"
"34778","ENSG00000239374.1","ENSG00000239374"
"34779","ENSG00000239377.2","ZNF775-AS1"
"34780","ENSG00000239381.8","ENSG00000239381"
"34781","ENSG00000239382.11","ALKBH6"
"34782","ENSG00000239383.1","VPS51P4"
"34783","ENSG00000239388.10","ASB14"
"34784","ENSG00000239389.8","PCDHA13"
"34785","ENSG00000239390.3","RN7SL87P"
"34786","ENSG00000239392.2","ENSG00000239392"
"34787","ENSG00000239393.1","ENSG00000239393"
"34788","ENSG00000239395.2","ENSG00000239395"
"34789","ENSG00000239396.3","RN7SL414P"
"34790","ENSG00000239397.1","RPL13AP21"
"34791","ENSG00000239398.3","RN7SL342P"
"34792","ENSG00000239402.4","CYP4F62P"
"34793","ENSG00000239405.1","TMED10P2"
"34794","ENSG00000239408.1","ENSG00000239408"
"34795","ENSG00000239412.1","RPL21P71"
"34796","ENSG00000239413.1","RPS27P23"
"34797","ENSG00000239415.1","ENSG00000239415"
"34798","ENSG00000239419.3","RN7SL535P"
"34799","ENSG00000239426.4","OR8F1P"
"34800","ENSG00000239428.2","GM2AP2"
"34801","ENSG00000239432.1","VPS51P6"
"34802","ENSG00000239435.3","KCNMB3P1"
"34803","ENSG00000239437.3","RN7SL752P"
"34804","ENSG00000239438.1","RPS26P48"
"34805","ENSG00000239439.1","RFKP2"
"34806","ENSG00000239440.7","LINC02008"
"34807","ENSG00000239443.1","PABPC1P10"
"34808","ENSG00000239445.7","ST3GAL6-AS1"
"34809","ENSG00000239453.1","SIDT1-AS1"
"34810","ENSG00000239454.1","LINC02047"
"34811","ENSG00000239455.1","PTPN11P1"
"34812","ENSG00000239464.3","RN7SL691P"
"34813","ENSG00000239465.1","RPL21P15"
"34814","ENSG00000239466.3","RN7SL552P"
"34815","ENSG00000239468.3","RN7SL569P"
"34816","ENSG00000239470.3","RPL21P97"
"34817","ENSG00000239471.3","RN7SL584P"
"34818","ENSG00000239472.3","RN7SL221P"
"34819","ENSG00000239473.1","RPL7P38"
"34820","ENSG00000239474.7","KLHL41"
"34821","ENSG00000239480.1","ENSG00000239480"
"34822","ENSG00000239481.1","RPS3AP41"
"34823","ENSG00000239482.7","ENSG00000239482"
"34824","ENSG00000239483.1","RPS15AP16"
"34825","ENSG00000239486.1","ENSG00000239486"
"34826","ENSG00000239490.1","RPS4XP18"
"34827","ENSG00000239494.2","RN7SL333P"
"34828","ENSG00000239503.1","MARK2P8"
"34829","ENSG00000239504.3","RN7SL583P"
"34830","ENSG00000239508.1","PLCH1-AS1"
"34831","ENSG00000239510.2","RPL9P5"
"34832","ENSG00000239511.2","POM121L7P"
"34833","ENSG00000239513.7","LINC01210"
"34834","ENSG00000239516.1","FLYWCH1P1"
"34835","ENSG00000239517.1","ENSG00000239517"
"34836","ENSG00000239519.1","CADM2-AS1"
"34837","ENSG00000239521.12","CASTOR3P"
"34838","ENSG00000239523.9","MYLK-AS1"
"34839","ENSG00000239524.2","RPL32P34"
"34840","ENSG00000239525.1","RPL30P5"
"34841","ENSG00000239527.1","RPS23P7"
"34842","ENSG00000239528.1","RPS14P8"
"34843","ENSG00000239532.1","RPL21P45"
"34844","ENSG00000239533.7","GOLGA2P2Y"
"34845","ENSG00000239539.1","HMGN1P20"
"34846","ENSG00000239542.3","RN7SL399P"
"34847","ENSG00000239544.1","ENSG00000239544"
"34848","ENSG00000239545.3","RN7SL822P"
"34849","ENSG00000239547.3","RN7SL843P"
"34850","ENSG00000239552.2","HOXB-AS2"
"34851","ENSG00000239553.3","RN7SL12P"
"34852","ENSG00000239555.3","RN7SL841P"
"34853","ENSG00000239556.4","UPK3BL3P"
"34854","ENSG00000239557.1","PPP2R5CP"
"34855","ENSG00000239559.2","RPL37P2"
"34856","ENSG00000239560.3","RN7SL479P"
"34857","ENSG00000239568.1","MTCO3P47"
"34858","ENSG00000239569.6","KMT2E-AS1"
"34859","ENSG00000239570.1","SETP11"
"34860","ENSG00000239571.1","IGKV2D-30"
"34861","ENSG00000239572.4","ENSG00000239572"
"34862","ENSG00000239576.1","COX6CP14"
"34863","ENSG00000239577.3","RN7SL388P"
"34864","ENSG00000239579.3","RN7SL325P"
"34865","ENSG00000239580.3","RN7SL675P"
"34866","ENSG00000239586.1","MTND1P16"
"34867","ENSG00000239589.8","LINC00879"
"34868","ENSG00000239590.1","OR1J4"
"34869","ENSG00000239593.2","ENSG00000239593"
"34870","ENSG00000239595.3","RN7SL79P"
"34871","ENSG00000239600.1","ENSG00000239600"
"34872","ENSG00000239602.1","RPL35AP16"
"34873","ENSG00000239605.11","STPG4"
"34874","ENSG00000239607.3","RN7SL573P"
"34875","ENSG00000239608.1","RUVBL1-AS1"
"34876","ENSG00000239614.1","HMGN1P7"
"34877","ENSG00000239615.1","ENSG00000239615"
"34878","ENSG00000239617.1","RPL32P27"
"34879","ENSG00000239620.3","PRR20G"
"34880","ENSG00000239622.1","ENSG00000239622"
"34881","ENSG00000239625.3","RN7SL241P"
"34882","ENSG00000239626.1","RPSAP41"
"34883","ENSG00000239627.3","RPL12P20"
"34884","ENSG00000239628.1","ENSG00000239628"
"34885","ENSG00000239632.1","MTND4LP3"
"34886","ENSG00000239636.4","TFAP2E-AS1"
"34887","ENSG00000239640.3","RN7SL62P"
"34888","ENSG00000239641.2","PLS1-AS1"
"34889","ENSG00000239642.6","MEIKIN"
"34890","ENSG00000239648.1","MTND1P3"
"34891","ENSG00000239649.4","MYADML"
"34892","ENSG00000239650.4","GUSBP4"
"34893","ENSG00000239653.1","PSMD6-AS2"
"34894","ENSG00000239659.2","RPL9P31"
"34895","ENSG00000239661.1","ENSG00000239661"
"34896","ENSG00000239670.1","ENSG00000239670"
"34897","ENSG00000239671.1","ENSG00000239671"
"34898","ENSG00000239672.8","NME1"
"34899","ENSG00000239677.7","PDZRN3-AS1"
"34900","ENSG00000239679.3","RN7SL193P"
"34901","ENSG00000239683.1","RPL7AP67"
"34902","ENSG00000239684.2","PTGER4P3"
"34903","ENSG00000239686.1","ENSG00000239686"
"34904","ENSG00000239689.1","RPL17P46"
"34905","ENSG00000239690.3","RN7SL668P"
"34906","ENSG00000239694.1","RPSAP38"
"34907","ENSG00000239696.3","ENSG00000239696"
"34908","ENSG00000239697.12","TNFSF12"
"34909","ENSG00000239699.1","HNRNPA3P8"
"34910","ENSG00000239701.1","ENSG00000239701"
"34911","ENSG00000239702.3","RN7SL507P"
"34912","ENSG00000239703.3","RN7SL568P"
"34913","ENSG00000239704.12","CDRT4"
"34914","ENSG00000239705.3","HSPA5-DT"
"34915","ENSG00000239706.1","CRADDP1"
"34916","ENSG00000239708.3","RN7SL782P"
"34917","ENSG00000239710.3","RN7SL692P"
"34918","ENSG00000239713.9","APOBEC3G"
"34919","ENSG00000239715.1","ENSG00000239715"
"34920","ENSG00000239716.1","ENSG00000239716"
"34921","ENSG00000239718.1","HLTF-AS1"
"34922","ENSG00000239719.1","ENSG00000239719"
"34923","ENSG00000239722.1","IMP3P2"
"34924","ENSG00000239726.3","RN7SL688P"
"34925","ENSG00000239731.3","RN7SL825P"
"34926","ENSG00000239732.4","TLR9"
"34927","ENSG00000239736.3","CEACAMP3"
"34928","ENSG00000239739.1","ENSG00000239739"
"34929","ENSG00000239742.3","RN7SL672P"
"34930","ENSG00000239744.3","RN7SL63P"
"34931","ENSG00000239745.3","RN7SL790P"
"34932","ENSG00000239748.3","RN7SL795P"
"34933","ENSG00000239763.2","RPL21P118"
"34934","ENSG00000239767.3","ENSG00000239767"
"34935","ENSG00000239774.2","TTC14-DT"
"34936","ENSG00000239775.1","ENSG00000239775"
"34937","ENSG00000239779.7","WBP1"
"34938","ENSG00000239780.1","RPLP0P11"
"34939","ENSG00000239783.1","RPL27AP9"
"34940","ENSG00000239789.6","MRPS17"
"34941","ENSG00000239791.3","ENSG00000239791"
"34942","ENSG00000239792.2","CDRT15P5"
"34943","ENSG00000239793.1","ENSG00000239793"
"34944","ENSG00000239794.3","RN7SL653P"
"34945","ENSG00000239797.1","RPL21P39"
"34946","ENSG00000239799.1","ITIH4-AS1"
"34947","ENSG00000239804.1","RPS24P9"
"34948","ENSG00000239805.1","PSMG3P2"
"34949","ENSG00000239808.3","RN7SL255P"
