"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LAMP2",4642.65109218863,-0.0302014579663647,0.0370293566342224,-0.815608498540657,0.414724087233291,0.822652838253029
"ITGA2B",47.1963313101284,-0.0481721529438873,0.237254945750358,-0.203039615429448,0.839104068411188,NA
"GDE1",3441.23927378423,-0.0580357648419358,0.0362761679037398,-1.59983174066059,0.109635915356615,0.528845127924173
"REX1BD",507.283899597404,-0.0310016552245161,0.112472469744052,-0.275637720902412,0.782826334468247,0.958258241482291
"CRLF1",68.3812791473929,-0.325977141868741,0.233509734986286,-1.39598951575996,0.162717652335683,NA
"OSBPL7",214.718830473459,0.193266746955799,0.11493978620093,1.68146081825785,0.0926734408797682,0.496314264965658
"TMEM98",1239.9809798343,-0.0256111210187241,0.0629758791350852,-0.406681436932187,0.684241976100364,0.933802715013838
"MAP3K14",330.653806472116,0.0568376056044941,0.0911589316133662,0.623500128825119,0.532955917624262,0.882998639311301
"ABCC8",37.3951910433835,-0.220821369298673,0.22843648669449,-0.966664180902059,0.33371193879343,NA
"TMEM132A",668.640604934736,-0.145121572879318,0.0702787332742,-2.06494292253548,0.0389284011880795,0.351641791348709
"AP2B1",11290.87633696,-0.0709640729820319,0.0399139212304344,-1.77792787063782,0.0754157020929511,0.458580901396054
"TAC1",83.037163175609,-0.134138225095927,0.165147836142765,-0.812231199807967,0.416658980034315,NA
"ZNF263",756.231521943546,-0.0721267334937904,0.0651220803951726,-1.10756187542094,0.268051076072234,0.724002719849988
"CX3CL1",9.15530571900505,1.37461360965041,0.694146410667925,1.98029347775165,0.0476705612585378,NA
"SPATA20",660.662214649052,0.0650257933675941,0.0758446352013319,0.857355212995371,0.391248603188047,0.807775057060335
"CACNA1G",49.2337537519489,-0.271807901091547,0.208139381145866,-1.3058936737256,0.191588718257658,NA
"TNFRSF12A",435.139956819912,0.0828966746469081,0.113148211136061,0.732637960552682,0.463779271942183,0.849215118723721
"DLX6",239.263555579208,0.213147220199755,0.0998975123212272,2.13365893951759,0.0328707095060077,0.323268056796493
"MAP3K9",618.024399053808,-0.0214635736933655,0.0929989338349869,-0.230793760834393,0.81747502853201,0.967105414700871
"RALA",1349.74848038382,-0.0216496258809435,0.0601052197205846,-0.360195436961842,0.718700986800825,0.941218760965609
"BAIAP2L1",1492.17201786968,-0.00537689477870497,0.0511429162826139,-0.105134692534787,0.916268931176233,0.984099228307393
"KDM7A",935.178605414849,0.0191369368150399,0.0840505053596054,0.227683780521766,0.819892082558964,0.967428672176216
"ETV1",340.897102509128,-0.301279700365383,0.102997513245899,-2.92511625640999,0.00344327560442358,0.099025490789639
"AGK",2505.9843765825,-0.0409118545661343,0.0398566210590544,-1.02647573926341,0.304667393483421,0.752626680487347
"ALDH3B1",30.4567886532214,0.298885375767245,0.294156627748551,1.01607561269276,0.309593381240396,NA
"PHTF2",1655.05946160853,0.00316690988268105,0.0523269372951664,0.0605215983656201,0.951740214369975,0.992249619704292
"FARP2",523.848437895637,-0.146299805701726,0.101494075544309,-1.44146153277544,0.14945433728348,0.59226977123193
"GGCT",1044.37745376915,-0.0558833221654919,0.0844067493371004,-0.662071725358208,0.507925255448042,0.872932033761952
